,____,____,,____,____,,____,____,,____,____,,____,____,,____,____,,____,____,,____,____
Y066.bmp,22.52974754,16.89046657,,11609.5,4225,,511.4284936,267.1370833,,0.55776799,0.743992,,219,101,,76,55,,0.347031963,0.544554455,,0.697518625,0.760576058
Y072.bmp,17.83124433,18.70281093,,16441,14425,,541.4457388,519.4112509,,0.704738927,0.671897505,,214,208,,101,86,,0.471962617,0.413461538,,0.760664384,0.80640653
Y112.bmp,20.77212426,16.78678179,,15078.5,11020.5,,559.6538892,430.1147856,,0.60496326,0.74858732,,238,157,,86,86,,0.361344538,0.547770701,,0.736686535,0.816212413
Y106.bmp,16.90381677,16.37006607,,13581.5,12513.5,,479.144224,452.6000682,,0.743404414,0.767643328,,184,157,,102,96,,0.554347826,0.611464968,,0.723651961,0.830248142
Y107.bmp,22.54095121,21.66339599,,9931.5,9143.5,,473.1442243,445.0609635,,0.557490759,0.580073965,,204,184,,66,71,,0.323529412,0.385869565,,0.73763369,0.69990049
Y113.bmp,16.28310114,17.49447923,,15896,11743.5,,508.7594478,453.2619737,,0.771743164,0.718305006,,189,157,,112,100,,0.592592593,0.636942675,,0.750944822,0.747993631
Y073.bmp,19.93426928,19.1527582,,16031.5,13870,,565.3107446,515.4112496,,0.630390401,0.656112914,,235,200,,91,91,,0.387234043,0.455,,0.749660977,0.762087912
Y098.bmp,19.4729757,17.5956404,,14166.5,11278,,525.2274843,445.4701252,,0.645323662,0.714175314,,214,170,,89,81,,0.41588785,0.476470588,,0.743804473,0.81902687
Y071.bmp,24.68532839,21.33227247,,17705.5,6344.5,,661.109735,367.8893892,,0.509062379,0.589077981,,259,154,,115,54,,0.444015444,0.350649351,,0.594443512,0.762926888
Y065.bmp,19.81716556,18.62369679,,15618.5,8645.5,,556.340184,401.2619725,,0.634115508,0.67475175,,231,160,,90,71,,0.38961039,0.44375,,0.751250601,0.761047535
Y059.bmp,19.08527482,16.70888985,,11396.5,12013.5,,466.3746718,448.031526,,0.658432856,0.752077015,,178,164,,88,92,,0.494382022,0.56097561,,0.72756001,0.796228791
Y111.bmp,20.94283821,19.21051829,,14130.5,10668,,543.9970361,452.7005733,,0.600031948,0.654140186,,230,179,,83,80,,0.360869565,0.446927374,,0.740204295,0.744972067
Y139.bmp,17.3146452,16.65039578,,8850.5,13117.5,,391.4629834,467.3452328,,0.725765492,0.754719117,,153,171,,74,105,,0.483660131,0.614035088,,0.781708179,0.730576441
Y138.bmp,19.26422717,16.85523847,,15258,7724,,542.1564149,360.8183227,,0.652316435,0.745546972,,223,133,,93,76,,0.417040359,0.571428571,,0.735715319,0.76414721
Y110.bmp,16.11622186,20.02230124,,14461,10251,,482.7594477,453.0437175,,0.779734364,0.627618766,,158,179,,124,73,,0.784810127,0.407821229,,0.738107391,0.784495293
Y104.bmp,22.51474129,18.20468608,,15499,10709.5,,590.7249573,441.546244,,0.558139747,0.690282268,,254,174,,86,81,,0.338582677,0.465517241,,0.709531221,0.759862353
